date,price_with_tax_eur_per_l,price_wo_tax_eur_per_l
2025-09-15,1.583,0.7229500000000001
2025-09-22,1.584,0.7237899999999999
2025-09-29,1.592,0.73052
2025-10-06,1.59,0.7288344537815126
2025-10-13,1.584,0.72379243697479
2025-10-20,1.548,0.6935403361344538
2025-10-27,1.594,0.7321957983193278
2025-11-03,1.606,0.7422798319327731
2025-11-10,1.636,0.7674899159663867
2025-11-17,1.638,0.7691705882352942
2025-11-24,1.657,0.785136974789916
2025-12-01,1.633,0.7649689075630253
2025-12-08,1.612,0.7473218487394958
2025-12-15,1.59,0.7288344537815126
2025-12-22,1.58,0.7204310924369748
2025-12-29,1.593,0.731355462184874
2026-01-05,1.675,0.775363025210084
2026-01-12,1.682,0.7812453781512604
2026-01-19,1.694,0.7913294117647058
2026-01-26,1.696,0.90299
2026-02-02,1.722,0.90714
2026-02-09,1.714,0.80814
2026-02-16,1.711,0.80562
2026-02-23,1.733,0.8241025210084033
2026-03-02,1.812,0.890489075630252
2026-03-09,2.163,1.1854470588235295
2026-03-16,2.146,1.171161344537815
2026-03-23,2.297,1.298052100840336
2026-03-30,2.286,1.2888084033613445
2026-04-06,2.434,1.4131781512605042
2026-04-13,2.275,1.279564705882353
2026-04-20,2.133,1.160236974789916
2026-04-27,2.181,1.2005731092436975
2026-05-04,2.088,1.2628218487394955
2026-05-11,1.97,1.1636621848739497
2026-05-18,1.972,1.1653428571428572
2026-05-25,1.936,1.135090756302521
2026-06-01,1.86,1.0712252100840338
2026-06-08,1.87,1.0796285714285714
2026-06-15,1.795,1.0166033613445378
2026-06-22,1.729,0.9611411764705882
2026-06-29,1.763,0.9897126050420167
2026-07-06,1.928,1.1283680672268908
